gender,cgpa,stream,work_experience,internship_experience,technical_proficiency,communication_skills,leadership_role,num_projects,competitions_won,final_package
Prefer not to say,8.23,Marketing,8.2,2.6,1.5,2.3,Joint Coordinator,1,0,3 - 6 LPA
Male,5.72,Operations,16.0,20.8,2.3,3.2,Coordinator,0,1,3 - 6 LPA
Male,4.55,Business Analytics,13.7,5.9,1.7,3.8,Organizer,0,1,3 - 6 LPA
Prefer not to say,8.06,Business Analytics,18.4,5.6,1.9,2.1,Joint Coordinator,3,0,7 - 10 LPA
Male,9.67,HR,20.0,12.9,3.4,1.7,Member,3,1,11 - 15 LPA
Prefer not to say,6.7,Business Analytics,47.4,3.1,2.6,3.4,Coordinator,2,0,7 - 10 LPA
Male,6.6,HR,1.5,8.3,2.9,3.8,Member,1,1,3 - 6 LPA
Prefer not to say,7.54,Operations,14.3,6.1,3.8,2.0,Member,0,0,3 - 6 LPA
Male,9.26,Business Analytics,20.1,0.1,2.2,2.3,Coordinator,1,0,7 - 10 LPA
Male,6.75,International Business,19.8,5.6,2.4,3.2,Coordinator,6,2,11 - 15 LPA
Female,7.13,Finance,1.1,2.8,3.2,3.8,Coordinator,2,3,7 - 10 LPA
Male,7.78,HR,4.3,7.3,1.4,1.0,Member,2,1,3 - 6 LPA
Prefer not to say,6.66,HR,0.3,2.1,2.3,3.0,Organizer,2,1,3 - 6 LPA
Female,7.93,International Business,4.5,1.0,3.5,2.0,Organizer,3,0,3 - 6 LPA
Female,5.86,HR,4.3,4.3,1.0,3.5,Member,3,2,3 - 6 LPA
Female,6.13,Business Analytics,10.6,17.0,4.1,1.0,Coordinator,1,4,7 - 10 LPA
Male,6.64,Business Analytics,14.1,1.0,2.0,3.5,Member,2,0,3 - 6 LPA
Prefer not to say,4.01,HR,19.0,7.9,1.8,3.1,Coordinator,0,0,3 - 6 LPA
Male,4.99,International Business,33.2,1.7,2.2,2.7,None,1,1,3 - 6 LPA
Prefer not to say,4.35,Operations,7.4,1.6,4.0,5.0,None,2,2,3 - 6 LPA
Prefer not to say,7.0,HR,8.0,12.3,3.5,5.0,Member,0,1,3 - 6 LPA
Male,6.02,Business Analytics,2.3,7.1,2.5,1.7,Member,2,1,3 - 6 LPA
Female,8.76,HR,1.1,3.9,5.0,4.0,Joint Coordinator,2,2,7 - 10 LPA
Prefer not to say,8.93,Business Analytics,27.8,4.0,4.1,2.4,Member,1,2,11 - 15 LPA
Female,4.45,Marketing,7.4,9.8,3.0,3.1,Organizer,0,1,3 - 6 LPA
Female,7.25,HR,51.7,0.4,2.4,3.2,Organizer,2,2,11 - 15 LPA
Male,5.32,Finance,6.5,2.8,2.8,2.4,Organizer,4,0,3 - 6 LPA
Prefer not to say,7.97,Business Analytics,9.9,0.0,3.6,3.7,Joint Coordinator,1,2,7 - 10 LPA
Female,8.51,Operations,24.4,4.4,3.4,2.1,Coordinator,2,0,7 - 10 LPA
Male,9.34,HR,20.8,14.3,3.5,4.4,Joint Coordinator,4,1,11 - 15 LPA
Male,5.63,Business Analytics,3.4,2.3,2.2,2.3,None,3,0,3 - 6 LPA
Male,8.18,International Business,7.2,10.4,4.1,3.6,None,2,2,7 - 10 LPA
Female,5.62,Business Analytics,3.2,7.1,3.5,1.6,Coordinator,3,1,3 - 6 LPA
Prefer not to say,4.53,HR,18.0,2.8,2.5,2.9,Member,1,1,3 - 6 LPA
Female,7.34,International Business,0.6,6.6,3.7,2.7,Organizer,6,1,7 - 10 LPA
Male,4.57,Finance,102.1,2.4,3.8,3.6,Joint Coordinator,3,1,16 - 20 LPA
Male,4.13,HR,6.7,9.2,1.2,3.6,Organizer,2,2,3 - 6 LPA
Prefer not to say,4.23,Business Analytics,27.2,5.8,5.0,4.0,Coordinator,5,1,7 - 10 LPA
Prefer not to say,5.37,Operations,13.6,15.8,2.8,3.6,Member,1,4,7 - 10 LPA
Prefer not to say,7.56,Finance,0.8,3.6,4.2,4.2,Organizer,2,1,3 - 6 LPA
Male,8.18,Operations,15.7,1.9,3.4,2.0,Organizer,1,1,7 - 10 LPA
Male,8.01,Marketing,27.2,1.1,4.6,3.9,Organizer,5,0,7 - 10 LPA
Male,7.44,International Business,4.9,15.3,4.8,4.6,None,1,0,3 - 6 LPA
Female,6.54,International Business,1.3,5.6,1.9,3.6,Joint Coordinator,3,0,3 - 6 LPA
Prefer not to say,8.82,HR,88.4,0.2,3.3,3.8,Organizer,3,0,16 - 20 LPA
Female,4.4,Business Analytics,55.5,10.2,2.8,2.3,Joint Coordinator,0,0,3 - 6 LPA
Prefer not to say,5.38,Finance,9.5,1.9,1.3,2.5,Organizer,2,0,3 - 6 LPA
Prefer not to say,4.78,Operations,4.4,2.6,2.5,3.2,Member,2,0,3 - 6 LPA
Male,9.19,Marketing,2.5,0.5,1.1,2.8,Joint Coordinator,2,1,7 - 10 LPA
Female,4.86,HR,14.7,1.9,2.2,3.0,None,2,0,3 - 6 LPA
Prefer not to say,6.51,HR,9.2,7.7,4.8,3.8,None,3,3,7 - 10 LPA
Female,5.17,International Business,10.1,8.1,1.0,1.5,Joint Coordinator,3,0,3 - 6 LPA
Prefer not to say,6.72,Operations,21.6,0.8,3.3,1.7,None,3,1,7 - 10 LPA
Female,7.97,Finance,2.3,5.1,2.4,2.2,Organizer,1,1,3 - 6 LPA
Female,9.56,HR,52.6,5.1,2.6,2.0,Organizer,2,3,16 - 20 LPA
Prefer not to say,8.04,Business Analytics,3.7,1.5,2.6,3.5,Organizer,1,3,7 - 10 LPA
Female,4.91,Finance,9.2,2.6,3.0,2.1,None,1,0,3 - 6 LPA
Male,5.25,Operations,4.1,14.3,1.0,1.0,Organizer,1,1,3 - 6 LPA
Female,7.58,Marketing,115.9,8.8,4.2,2.6,Organizer,1,0,21 LPA or more
Female,6.04,International Business,10.7,5.7,3.0,3.9,None,1,0,3 - 6 LPA
Female,7.31,Business Analytics,8.6,11.0,1.4,2.7,None,0,1,3 - 6 LPA
Prefer not to say,7.65,Finance,4.9,1.1,4.2,2.5,Organizer,2,1,3 - 6 LPA
Male,8.06,Finance,12.5,15.9,2.4,2.8,Member,0,2,7 - 10 LPA
Prefer not to say,5.41,HR,6.3,0.2,3.1,3.3,None,3,0,3 - 6 LPA
Female,9.09,Marketing,44.1,13.0,2.1,4.0,Member,2,2,11 - 15 LPA
Female,9.94,Marketing,5.6,2.5,2.9,2.2,Member,1,2,7 - 10 LPA
Female,6.24,International Business,39.6,0.4,1.9,3.3,None,3,1,7 - 10 LPA
Male,8.51,Business Analytics,21.0,5.2,2.1,4.7,Member,4,1,11 - 15 LPA
Female,5.14,HR,3.1,2.5,4.2,2.7,Member,0,2,3 - 6 LPA
Female,6.96,International Business,5.3,5.4,1.8,2.8,Coordinator,0,2,3 - 6 LPA
Female,8.4,International Business,16.1,16.1,3.3,4.3,None,3,0,7 - 10 LPA
Female,8.96,HR,24.2,0.7,1.9,5.0,Member,0,1,7 - 10 LPA
Female,4.4,Operations,13.6,8.1,3.1,2.8,Coordinator,1,0,3 - 6 LPA
Male,7.41,Finance,5.3,16.7,1.1,2.1,Member,0,0,3 - 6 LPA
Female,8.15,Finance,9.2,1.5,1.6,3.7,Member,4,0,7 - 10 LPA
Female,6.18,Marketing,24.6,2.4,1.5,1.0,Member,2,2,7 - 10 LPA
Prefer not to say,6.75,Marketing,5.4,16.2,3.3,5.0,Organizer,0,1,3 - 6 LPA
Prefer not to say,4.97,HR,16.0,21.3,4.7,3.5,None,0,1,3 - 6 LPA
Male,7.68,HR,41.8,6.5,2.8,2.4,Member,4,1,11 - 15 LPA
Female,4.64,HR,6.6,3.2,4.2,4.3,Organizer,0,1,3 - 6 LPA
Male,4.94,Finance,26.3,0.3,1.8,2.7,Member,2,1,3 - 6 LPA
Prefer not to say,9.75,International Business,3.7,13.0,4.4,4.4,Member,3,1,7 - 10 LPA
Male,8.95,Finance,2.4,10.7,4.2,3.1,Coordinator,3,2,7 - 10 LPA
Female,5.85,Operations,12.8,2.4,2.9,3.4,Member,4,1,3 - 6 LPA
Female,5.6,Operations,69.6,0.2,4.6,4.1,Coordinator,1,1,11 - 15 LPA
Female,7.74,International Business,3.8,2.2,1.0,4.3,Joint Coordinator,1,1,3 - 6 LPA
Female,9.39,International Business,1.3,3.0,4.0,4.7,Coordinator,1,0,3 - 6 LPA
Female,9.01,HR,55.1,0.9,3.5,2.6,Member,2,0,11 - 15 LPA
Male,7.44,Marketing,7.5,0.2,2.8,3.0,Organizer,2,1,3 - 6 LPA
Female,9.84,Operations,11.8,1.9,2.0,3.9,Joint Coordinator,3,1,7 - 10 LPA
Female,8.83,International Business,3.8,1.5,2.9,2.1,Joint Coordinator,2,0,3 - 6 LPA
Female,8.51,Finance,0.8,4.1,1.1,2.3,None,2,2,7 - 10 LPA
Female,4.92,Marketing,2.4,1.9,1.8,1.2,Joint Coordinator,1,0,3 - 6 LPA
Prefer not to say,6.35,HR,17.9,1.3,1.7,3.8,Member,3,1,7 - 10 LPA
Prefer not to say,8.03,HR,26.2,6.7,2.6,4.2,Coordinator,1,0,7 - 10 LPA
Prefer not to say,8.03,Business Analytics,4.7,0.5,3.6,4.1,Joint Coordinator,3,1,7 - 10 LPA
Prefer not to say,6.56,International Business,6.0,5.0,2.6,3.4,Member,5,1,7 - 10 LPA
Male,9.34,Operations,72.4,2.1,3.7,2.3,Member,2,0,16 - 20 LPA
Female,9.87,Finance,16.8,11.3,4.2,1.8,Member,4,0,7 - 10 LPA
Female,8.61,Finance,3.8,7.1,3.6,1.7,Member,2,0,3 - 6 LPA
Prefer not to say,7.64,HR,28.4,0.3,2.2,4.2,Member,3,0,7 - 10 LPA
Prefer not to say,4.49,International Business,4.5,0.2,1.9,4.9,Member,1,0,3 - 6 LPA
Male,7.98,International Business,50.4,0.3,3.2,3.9,Coordinator,2,0,11 - 15 LPA
Prefer not to say,7.61,International Business,6.3,15.0,1.9,2.7,Coordinator,2,3,7 - 10 LPA
Female,8.08,Marketing,43.8,2.1,3.7,1.9,Member,2,1,11 - 15 LPA
Prefer not to say,7.99,Finance,12.2,2.5,2.2,3.3,Coordinator,3,0,7 - 10 LPA
Female,8.27,HR,6.6,1.8,3.0,2.7,Member,4,1,7 - 10 LPA
Male,7.64,Finance,7.4,1.6,2.7,2.4,Coordinator,0,0,3 - 6 LPA
Prefer not to say,9.92,HR,8.8,4.6,4.3,3.3,Member,1,1,7 - 10 LPA
Female,8.09,Finance,5.7,0.9,2.1,3.3,Joint Coordinator,5,2,7 - 10 LPA
Female,4.15,HR,5.0,3.5,4.0,3.3,Member,1,1,3 - 6 LPA
Female,6.87,Marketing,13.2,4.7,3.2,2.1,Organizer,1,2,7 - 10 LPA
Male,6.99,Finance,17.5,1.7,3.9,1.5,Member,4,1,7 - 10 LPA
Male,5.14,International Business,18.1,4.9,3.7,2.8,Member,0,0,3 - 6 LPA
Female,4.34,Operations,21.8,7.3,4.2,1.8,Organizer,3,1,3 - 6 LPA
Female,4.72,Marketing,13.2,20.9,2.4,2.8,Joint Coordinator,2,2,3 - 6 LPA
Male,6.13,Business Analytics,7.7,0.7,2.8,4.0,Organizer,2,1,3 - 6 LPA
Prefer not to say,8.88,International Business,42.3,6.3,5.0,2.5,Joint Coordinator,2,0,11 - 15 LPA
Female,6.35,International Business,2.7,8.0,5.0,4.2,None,4,0,3 - 6 LPA
Male,7.4,International Business,35.8,3.0,2.2,2.6,Joint Coordinator,1,1,7 - 10 LPA
Male,9.64,Operations,21.1,5.3,5.0,2.6,None,4,2,11 - 15 LPA
Prefer not to say,8.33,HR,0.6,3.1,5.0,3.5,None,5,1,7 - 10 LPA
Male,8.89,International Business,4.9,0.9,5.0,2.2,Coordinator,1,2,7 - 10 LPA
Female,5.3,International Business,8.8,0.3,3.4,3.4,Organizer,3,3,7 - 10 LPA
Female,6.48,Marketing,47.5,4.7,1.7,3.5,Coordinator,2,0,7 - 10 LPA
Male,7.63,HR,21.6,4.4,3.7,1.9,None,0,1,7 - 10 LPA
Male,5.11,Marketing,3.4,2.9,2.9,2.4,Joint Coordinator,2,1,3 - 6 LPA
Prefer not to say,7.03,Finance,1.0,0.4,4.7,4.9,Organizer,3,0,3 - 6 LPA
Female,4.26,International Business,3.1,4.7,2.6,3.1,None,3,0,3 - 6 LPA
Prefer not to say,4.76,Operations,2.0,4.4,2.3,1.7,Organizer,3,1,3 - 6 LPA
Prefer not to say,4.46,International Business,0.1,6.7,1.9,4.8,Joint Coordinator,2,0,3 - 6 LPA
Female,5.06,International Business,1.6,18.8,4.5,3.7,Coordinator,1,0,3 - 6 LPA
Female,4.58,Operations,3.0,9.6,3.5,4.9,Organizer,2,0,3 - 6 LPA
Female,6.1,Marketing,22.9,29.4,3.5,2.7,Member,2,2,7 - 10 LPA
Male,8.79,Business Analytics,6.1,7.9,4.7,1.3,Organizer,3,1,7 - 10 LPA
Male,6.49,HR,11.9,3.1,3.2,3.0,Coordinator,0,1,3 - 6 LPA
Prefer not to say,4.8,HR,2.6,17.9,4.4,1.8,Member,2,1,3 - 6 LPA
Prefer not to say,4.97,HR,9.6,4.8,1.6,3.3,Coordinator,1,0,3 - 6 LPA
Female,8.68,Finance,12.4,1.8,3.6,4.8,None,4,0,7 - 10 LPA
Female,6.51,Marketing,13.7,4.3,1.2,3.0,Member,1,2,7 - 10 LPA
Prefer not to say,6.83,International Business,1.4,5.9,1.0,4.2,Member,2,0,3 - 6 LPA
Male,9.17,Marketing,12.9,13.3,4.3,3.4,Member,4,0,7 - 10 LPA
Male,5.19,Finance,4.3,2.2,5.0,4.3,Member,2,0,3 - 6 LPA
Male,5.03,Marketing,10.9,1.4,2.3,1.4,None,1,2,3 - 6 LPA
Prefer not to say,9.6,Finance,0.3,1.0,2.9,4.0,Member,6,1,7 - 10 LPA
Male,5.39,HR,34.2,1.8,2.5,2.6,Member,3,2,7 - 10 LPA
Prefer not to say,6.46,Marketing,3.5,22.5,3.6,3.2,Joint Coordinator,3,2,7 - 10 LPA
Male,8.03,Finance,19.6,5.1,3.0,1.5,Member,1,2,7 - 10 LPA
Male,6.43,Marketing,4.7,1.3,3.1,3.1,Member,4,1,3 - 6 LPA
Male,6.04,Finance,1.0,4.0,2.7,2.5,Coordinator,3,3,7 - 10 LPA
Male,8.14,Operations,43.5,6.9,3.0,1.0,Organizer,2,0,7 - 10 LPA
Male,8.81,HR,29.6,0.9,2.9,3.3,Coordinator,4,1,11 - 15 LPA
Prefer not to say,8.23,Business Analytics,20.3,6.8,3.6,2.6,Member,1,1,7 - 10 LPA
Prefer not to say,9.09,Marketing,7.3,1.1,3.2,4.2,Organizer,2,1,7 - 10 LPA
Female,8.97,Operations,26.5,7.4,4.2,4.1,Member,3,1,11 - 15 LPA
Female,4.28,Operations,48.8,6.8,1.6,3.8,Joint Coordinator,2,1,7 - 10 LPA
Prefer not to say,4.84,Marketing,0.2,4.7,2.9,3.2,Member,1,1,3 - 6 LPA
Prefer not to say,9.28,Operations,10.6,4.3,2.8,2.9,Organizer,3,1,7 - 10 LPA
Prefer not to say,8.92,Marketing,15.7,3.3,1.3,2.7,Coordinator,2,2,7 - 10 LPA
Female,9.52,Business Analytics,6.3,0.3,2.6,1.7,Organizer,1,3,11 - 15 LPA
Male,4.72,Business Analytics,1.0,7.7,2.9,3.7,Member,0,1,3 - 6 LPA
Female,6.25,Marketing,14.6,7.6,2.9,2.5,None,2,1,3 - 6 LPA
Female,9.17,Operations,30.2,0.1,2.8,4.5,Coordinator,4,3,16 - 20 LPA
Male,8.24,HR,6.4,0.0,1.6,2.5,Member,3,0,3 - 6 LPA
Prefer not to say,5.45,Operations,4.0,0.4,3.2,1.7,Member,1,1,3 - 6 LPA
Female,9.43,Operations,10.2,2.4,2.8,2.7,Member,1,0,7 - 10 LPA
Female,8.7,Operations,2.0,6.0,3.2,4.3,Member,0,1,3 - 6 LPA
Male,9.16,International Business,2.8,11.5,3.0,2.7,Coordinator,5,0,7 - 10 LPA
Prefer not to say,5.73,International Business,7.1,3.0,1.8,3.2,None,1,0,3 - 6 LPA
Prefer not to say,7.02,International Business,23.9,8.1,2.0,3.4,None,1,1,7 - 10 LPA
Female,4.24,Business Analytics,4.8,18.7,2.9,3.4,None,0,0,3 - 6 LPA
Female,6.35,HR,44.3,0.9,2.6,3.3,None,3,1,7 - 10 LPA
Female,4.88,Business Analytics,41.7,15.0,3.3,3.9,Member,1,0,3 - 6 LPA
Female,5.88,Business Analytics,15.1,2.6,3.3,1.9,Organizer,2,0,3 - 6 LPA
Female,5.42,HR,5.3,6.2,4.6,3.8,None,2,2,3 - 6 LPA
Prefer not to say,4.66,Business Analytics,32.3,2.5,1.9,4.1,Coordinator,0,1,3 - 6 LPA
Male,6.32,Marketing,1.3,1.0,2.5,2.7,Organizer,1,1,3 - 6 LPA
Prefer not to say,5.85,International Business,39.1,1.1,3.3,4.7,Organizer,3,0,7 - 10 LPA
Male,9.5,Operations,6.0,2.8,2.3,4.2,Coordinator,4,0,7 - 10 LPA
Prefer not to say,6.79,Operations,3.9,8.2,2.9,3.8,Organizer,3,0,3 - 6 LPA
Male,9.46,Business Analytics,12.6,8.6,2.5,4.1,Organizer,2,3,11 - 15 LPA
Prefer not to say,8.83,Business Analytics,28.0,3.0,2.9,2.4,None,3,1,11 - 15 LPA
Prefer not to say,8.5,Marketing,11.8,1.4,4.0,2.2,None,1,3,7 - 10 LPA
Prefer not to say,6.85,HR,34.2,4.5,2.0,3.8,Organizer,1,0,7 - 10 LPA
Prefer not to say,4.01,Operations,0.6,22.7,3.8,1.8,Joint Coordinator,2,2,3 - 6 LPA
Prefer not to say,8.62,Business Analytics,55.6,5.1,4.2,1.7,Joint Coordinator,0,1,11 - 15 LPA
Male,5.97,HR,25.4,5.5,2.4,1.0,None,3,2,7 - 10 LPA
Female,6.58,Marketing,2.7,7.4,5.0,3.6,Member,1,0,3 - 6 LPA
Prefer not to say,5.93,Finance,12.3,11.7,2.3,4.9,None,4,0,3 - 6 LPA
Prefer not to say,8.36,Operations,1.9,2.2,5.0,4.3,Member,1,1,3 - 6 LPA
Prefer not to say,9.82,Operations,19.5,15.4,3.5,4.4,Coordinator,1,2,11 - 15 LPA
Prefer not to say,7.17,International Business,6.1,4.4,3.6,2.5,Joint Coordinator,1,1,3 - 6 LPA
Male,6.63,HR,4.9,4.9,3.6,2.8,Member,3,0,3 - 6 LPA
Female,6.85,HR,6.1,15.2,3.0,2.7,Organizer,2,2,7 - 10 LPA
Male,5.42,Finance,9.9,3.4,2.5,3.6,Member,1,1,3 - 6 LPA
Female,7.46,Marketing,1.9,0.2,4.2,2.8,Coordinator,1,0,3 - 6 LPA
Prefer not to say,6.69,Marketing,12.9,5.1,1.8,1.9,Coordinator,0,0,3 - 6 LPA
Prefer not to say,4.6,Finance,21.8,20.3,4.6,3.8,Organizer,2,1,3 - 6 LPA
Female,5.69,HR,5.7,15.5,3.0,2.3,Joint Coordinator,3,0,3 - 6 LPA
Female,9.11,International Business,12.3,4.3,2.9,3.4,Organizer,1,2,7 - 10 LPA
Prefer not to say,4.76,Operations,13.1,8.7,4.0,2.8,Coordinator,3,0,3 - 6 LPA
Male,5.21,Finance,35.9,8.6,1.8,4.1,Joint Coordinator,2,0,3 - 6 LPA
Prefer not to say,7.7,Marketing,0.6,2.4,1.8,2.9,Member,2,0,3 - 6 LPA
Female,8.61,Business Analytics,8.3,5.0,4.3,2.8,Member,1,2,7 - 10 LPA
Female,8.98,Operations,2.2,16.4,1.9,4.4,Organizer,2,3,7 - 10 LPA
Female,8.79,Finance,20.1,0.4,1.5,2.2,Member,4,1,11 - 15 LPA
Male,6.61,HR,30.5,1.2,4.1,2.2,Organizer,2,1,7 - 10 LPA
Female,4.35,International Business,5.3,3.9,2.5,2.0,Member,1,2,3 - 6 LPA
Female,7.59,Operations,16.4,3.3,2.3,4.7,Member,1,2,7 - 10 LPA
Male,6.21,Finance,58.0,3.3,3.9,3.0,Organizer,4,1,11 - 15 LPA
Prefer not to say,9.8,Marketing,17.9,0.5,2.9,4.1,Coordinator,0,1,7 - 10 LPA
Female,9.27,Finance,3.4,10.5,2.4,3.1,Member,3,1,7 - 10 LPA
Female,5.16,HR,2.1,2.1,2.8,4.5,Organizer,1,0,3 - 6 LPA
Male,9.64,Business Analytics,6.3,26.6,1.7,2.9,Member,4,0,7 - 10 LPA
Male,8.32,Finance,5.0,1.2,2.5,3.4,Organizer,2,0,3 - 6 LPA
Prefer not to say,8.7,Finance,0.2,8.6,2.8,3.9,Member,2,2,7 - 10 LPA
Prefer not to say,7.69,HR,39.2,19.6,1.0,3.6,Coordinator,2,1,11 - 15 LPA
Prefer not to say,5.67,Marketing,7.8,40.3,3.1,2.4,Organizer,0,0,3 - 6 LPA
Female,6.64,Marketing,10.7,1.8,2.4,2.7,None,3,2,7 - 10 LPA
Prefer not to say,8.86,Business Analytics,44.5,0.6,2.7,3.0,Member,1,3,16 - 20 LPA
Prefer not to say,7.23,International Business,11.4,3.1,3.0,4.2,Organizer,2,1,3 - 6 LPA
Male,9.94,Business Analytics,14.2,2.8,2.4,3.5,Coordinator,1,1,7 - 10 LPA
Female,6.91,Finance,23.7,5.2,4.1,2.5,None,1,1,7 - 10 LPA
Prefer not to say,4.05,Business Analytics,15.7,4.3,3.5,2.9,None,2,2,3 - 6 LPA
Female,8.31,Marketing,7.0,0.6,1.0,2.1,Organizer,4,0,7 - 10 LPA
Male,9.37,Finance,51.0,3.5,3.3,1.0,Organizer,3,0,11 - 15 LPA
Female,6.32,Operations,6.5,2.3,1.0,2.9,Coordinator,1,2,3 - 6 LPA
Female,7.46,International Business,61.4,1.7,4.2,4.0,Organizer,1,1,11 - 15 LPA
Female,7.58,Finance,20.2,1.4,2.9,4.2,Coordinator,1,1,7 - 10 LPA
Prefer not to say,5.19,Marketing,6.4,5.8,1.9,3.1,Member,1,0,3 - 6 LPA
Male,6.47,HR,18.3,1.5,1.7,1.4,Organizer,4,0,3 - 6 LPA
Prefer not to say,5.6,Finance,10.6,9.0,3.1,3.1,Joint Coordinator,2,0,3 - 6 LPA
Male,8.21,HR,0.1,3.2,4.2,1.9,Joint Coordinator,3,1,7 - 10 LPA
Prefer not to say,8.16,Finance,65.6,1.5,4.1,4.6,Member,2,1,16 - 20 LPA
Prefer not to say,6.85,Marketing,6.1,5.2,3.2,4.0,Joint Coordinator,2,0,3 - 6 LPA
Prefer not to say,6.95,Business Analytics,5.6,1.2,1.0,3.0,Organizer,1,0,3 - 6 LPA
Prefer not to say,9.57,Operations,30.3,7.4,3.2,2.7,Organizer,2,2,11 - 15 LPA
Prefer not to say,7.88,International Business,9.2,4.5,3.1,2.7,Member,0,1,3 - 6 LPA
Prefer not to say,7.27,HR,2.1,7.1,2.5,3.4,None,0,0,3 - 6 LPA
Prefer not to say,9.26,HR,11.3,3.8,3.3,2.2,Joint Coordinator,3,0,7 - 10 LPA
Male,4.3,Business Analytics,4.5,0.9,2.3,1.6,Organizer,4,1,3 - 6 LPA
Female,7.83,HR,6.3,36.4,2.1,2.0,Member,1,5,11 - 15 LPA
Female,8.93,Operations,15.6,6.3,3.4,2.1,Coordinator,3,0,7 - 10 LPA
Female,8.96,Business Analytics,18.1,3.7,2.9,2.4,Coordinator,3,1,7 - 10 LPA
Female,9.84,HR,6.7,3.9,4.4,1.9,Coordinator,2,0,7 - 10 LPA
Male,4.75,Operations,16.0,0.2,4.0,3.3,Member,3,2,3 - 6 LPA
Female,6.53,Business Analytics,27.4,12.6,3.3,1.4,Member,1,3,7 - 10 LPA
Prefer not to say,9.06,Marketing,8.6,2.5,2.1,3.1,Organizer,2,0,7 - 10 LPA
Prefer not to say,5.11,International Business,0.9,5.3,3.1,2.4,Joint Coordinator,2,1,3 - 6 LPA
Prefer not to say,4.16,Business Analytics,19.9,5.9,4.6,3.5,Member,2,0,3 - 6 LPA
Male,4.78,Business Analytics,16.9,11.7,3.1,3.4,Coordinator,1,2,3 - 6 LPA
Female,8.69,International Business,18.2,10.8,2.5,3.8,Coordinator,3,1,7 - 10 LPA
Prefer not to say,8.27,Finance,2.9,1.6,3.9,3.0,Coordinator,1,2,7 - 10 LPA
Prefer not to say,4.88,Business Analytics,15.6,1.6,3.5,2.1,None,3,2,3 - 6 LPA
Prefer not to say,5.77,Operations,6.6,5.0,3.3,2.8,Member,2,2,3 - 6 LPA
Female,9.81,HR,9.0,17.5,1.8,4.1,None,1,0,7 - 10 LPA
Female,4.86,Business Analytics,1.7,3.3,2.6,3.3,Member,0,1,3 - 6 LPA
Prefer not to say,4.59,Operations,2.7,15.4,2.5,4.1,Coordinator,4,0,3 - 6 LPA
Prefer not to say,4.23,International Business,9.1,13.3,4.2,3.3,Organizer,2,4,7 - 10 LPA
Female,8.79,Marketing,1.7,9.1,2.8,3.8,Member,2,0,3 - 6 LPA
Female,8.57,HR,41.3,17.0,3.1,2.9,Joint Coordinator,2,0,11 - 15 LPA
Prefer not to say,9.47,Operations,15.0,7.7,3.9,2.0,None,0,1,7 - 10 LPA
Female,4.88,Marketing,26.0,1.6,1.9,4.7,Member,1,0,3 - 6 LPA
Male,9.46,HR,4.7,10.3,3.9,1.8,Organizer,4,2,11 - 15 LPA
Prefer not to say,5.8,International Business,1.6,1.9,2.6,4.2,Member,0,0,3 - 6 LPA
Male,9.89,Operations,14.9,3.2,2.4,3.8,Member,0,0,7 - 10 LPA
Male,4.72,HR,13.0,15.9,4.2,3.0,Member,3,0,3 - 6 LPA
Prefer not to say,7.82,HR,1.1,2.7,3.1,3.0,None,3,2,7 - 10 LPA
Prefer not to say,7.63,International Business,14.9,3.2,2.3,2.3,None,2,0,3 - 6 LPA
Prefer not to say,9.76,International Business,28.6,12.0,4.4,2.5,None,1,0,7 - 10 LPA
Male,7.52,International Business,9.1,4.4,3.0,2.9,Member,3,2,7 - 10 LPA
Prefer not to say,5.42,HR,14.8,10.6,1.5,2.5,Coordinator,3,0,3 - 6 LPA
Female,7.76,Finance,6.7,32.6,1.0,1.0,None,4,1,7 - 10 LPA
Female,5.15,Business Analytics,9.4,1.7,2.8,3.6,Joint Coordinator,4,1,3 - 6 LPA
Male,7.74,Finance,8.9,9.0,2.4,2.5,Coordinator,3,1,7 - 10 LPA
Male,9.91,Operations,16.5,2.0,2.1,3.2,Member,2,0,7 - 10 LPA
Prefer not to say,8.31,Operations,22.5,6.7,3.9,3.3,Coordinator,0,0,7 - 10 LPA
Female,5.49,Operations,66.4,3.0,3.9,4.1,Coordinator,1,0,7 - 10 LPA
Female,6.47,Finance,4.0,0.1,1.7,1.8,Joint Coordinator,0,2,3 - 6 LPA
Prefer not to say,4.96,Operations,23.4,5.7,3.1,2.5,None,1,2,3 - 6 LPA
Male,9.68,International Business,7.8,8.9,4.0,3.0,Organizer,1,3,11 - 15 LPA
Female,8.83,HR,28.5,2.0,3.1,1.8,Member,2,1,11 - 15 LPA
Male,4.86,Business Analytics,0.2,5.0,3.2,3.5,Member,1,1,3 - 6 LPA
Prefer not to say,6.99,Business Analytics,1.1,6.9,4.6,3.0,Joint Coordinator,1,1,3 - 6 LPA
Male,9.23,HR,14.2,1.0,3.0,3.6,None,0,1,7 - 10 LPA
Female,8.82,Finance,25.5,23.2,1.0,3.1,Organizer,1,1,7 - 10 LPA
Prefer not to say,4.54,Business Analytics,8.1,11.5,2.8,2.6,Organizer,1,1,3 - 6 LPA
Female,7.74,Business Analytics,6.6,9.3,3.7,1.7,Member,3,2,7 - 10 LPA
Female,6.57,Finance,2.6,7.2,2.6,3.3,None,5,1,3 - 6 LPA
Prefer not to say,6.96,Finance,9.6,4.0,3.3,3.3,None,1,1,3 - 6 LPA
Male,5.43,International Business,23.7,4.0,2.3,2.7,Organizer,2,0,3 - 6 LPA
Female,6.76,Operations,5.5,0.2,3.5,1.1,None,2,1,3 - 6 LPA
